instance,seed,objective,tuning_time
b1c1s1.mps,10,14.2,815
cost266-UUE.mps,10,4.99,689
csched007.mps,10,6.11,983
cvs16r128-89.mps,10,16.51,905
eilA101-2.mps,10,13.41,3102
momentum1.mps,10,11.77,992
mushroom-best.mps,10,19.19,1184
neos-1456979.mps,10,3.36,784
neos-3024952-loue.mps,10,2.22,804
neos-3555904-turama.mps,10,18.01,743
