instance,seed,objective,tuning_time
csched008.mps,1,1.15,784
fastxgemm-n2r6s0t2.mps,1,0,618
glass4.mps,1,0,221
lotsize.mps,1,8.7,993
mas74.mps,1,2.54,1121
neos-4413714-turia.mps,1,2.6,1004
qap10.mps,1,0,40
rocI-4-11.mps,1,0,731
supportcase18.mps,1,0,765
supportcase33.mps,1,0,302
