instance,seed,objective,tuning_time
csched008.mps,5,0.58,826
fastxgemm-n2r6s0t2.mps,5,1.3,769
glass4.mps,5,0,72
lotsize.mps,5,4.6,1524
mas74.mps,5,0.55,3589
neos-4413714-turia.mps,5,4.5,1103
qap10.mps,5,0,4
rocI-4-11.mps,5,0,8
supportcase18.mps,5,0,516
supportcase33.mps,5,0,642
