instance,seed,objective,tuning_time
b1c1s1.mps,5,19.47,1544
cost266-UUE.mps,5,6.67,955
csched007.mps,5,12.84,1054
cvs16r128-89.mps,5,20.07,1187
eilA101-2.mps,5,57.51,3381
momentum1.mps,5,21.05,1221
mushroom-best.mps,5,26.19,1144
neos-1456979.mps,5,8.99,1371
neos-3024952-loue.mps,5,6.76,1213
neos-3555904-turama.mps,5,77689.9,1605
