MipStartID,MipStartFile,SourceEvalID,UpperBound
8,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-8/4_nexp-150-20-8-5_seed-8_20260427_105116/iterated_local_search/run_4_worker_27/mip_starts/mip_start_eval_4_config_12789400642712587531.mst,1464,233
7,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-8/4_nexp-150-20-8-5_seed-8_20260427_105116/iterated_local_search/run_3_worker_12/mip_starts/mip_start_eval_1_config_17554729274008218558.mst,951,234
6,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-8/4_nexp-150-20-8-5_seed-8_20260427_105116/iterated_local_search/run_1_worker_28/mip_starts/mip_start_eval_13_config_13484392285559617249.mst,573,235
5,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-8/4_nexp-150-20-8-5_seed-8_20260427_105116/iterated_local_search/run_1_worker_6/mip_starts/mip_start_eval_16_config_4450626060151199982.mst,136,236
4,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-8/4_nexp-150-20-8-5_seed-8_20260427_105116/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_15_config_3890730473403541513.mst,55,238
3,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-8/4_nexp-150-20-8-5_seed-8_20260427_105116/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_15_config_7584264540397677430.mst,35,239
2,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-8/4_nexp-150-20-8-5_seed-8_20260427_105116/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_19_config_6487837417994691293.mst,19,241
1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-8/4_nexp-150-20-8-5_seed-8_20260427_105116/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,242
