instance,seed,objective,tuning_time
neos-4387871-tavua.mps,1,21.42,1234
neos-4954672-berkel.mps,1,10.73,1103
neos-5093327-huahum.mps,1,24.17,1611
nexp-150-20-8-5.mps,1,1.54,4073
rococoB10-011000.mps,1,19.8,686
sorrell3.mps,1,23.75,3220
supportcase26.mps,1,3.02,877
supportcase40.mps,1,2.12,793
supportcase6.mps,1,0.01,1481
var-smallemery-m6j6.mps,1,2.93,1469
