MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-2/5_eilA101-2_seed-2_20260502_232856/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_1_config_10344751711891983141.mst,757,954.153
9,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-2/5_eilA101-2_seed-2_20260502_232856/iterated_local_search/run_3_worker_0/mip_starts/mip_start_eval_2_config_16732154941846985568.mst,738,954.153
8,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-2/5_eilA101-2_seed-2_20260502_232856/iterated_local_search/run_2_worker_14/mip_starts/mip_start_eval_10_config_947868591919124645.mst,682,961.706
7,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-2/5_eilA101-2_seed-2_20260502_232856/iterated_local_search/run_2_worker_14/mip_starts/mip_start_eval_9_config_10515486959927084432.mst,681,1043.62
6,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-2/5_eilA101-2_seed-2_20260502_232856/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_15_config_10808786075179994309.mst,375,1088.59
5,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-2/5_eilA101-2_seed-2_20260502_232856/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_1_config_3736022334937629706.mst,361,1240.07
4,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-2/5_eilA101-2_seed-2_20260502_232856/iterated_local_search/run_2_worker_0/mip_starts/mip_start_eval_2_config_8441213121518335275.mst,338,1240.07
3,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-2/5_eilA101-2_seed-2_20260502_232856/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_12_config_16655313693168279273.mst,32,1387.53
2,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-2/5_eilA101-2_seed-2_20260502_232856/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_10101538263502436884.mst,2,1387.53
1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-2/5_eilA101-2_seed-2_20260502_232856/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,2420.51
