MipStartID,MipStartFile,SourceEvalID,UpperBound
11,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/iterated_local_search/run_2_worker_0/mip_starts/mip_start_eval_2_config_16728571421602395558.mst,194,19565
10,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_3_config_506689512661984095.mst,43,19760
9,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_17_config_8554992018498990275.mst,37,19875
8,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_13_config_8827495099833751400.mst,33,19928
7,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_11_config_4865856817145733078.mst,31,20123
6,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_7_config_167073399308404491.mst,27,20222
5,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_4_config_14641529875676470423.mst,24,20342
4,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_8_config_4993873235968207703.mst,8,20378
3,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_4_config_14560498925330565640.mst,4,20459
2,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_3_config_9658482938002475941.mst,3,20493
1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/8proc/seed-4/5_rococoB10-011000_seed-4_20260503_003243/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,20560
