instance,seed,objective,tuning_time
csched008.mps,7,0.58,974
fastxgemm-n2r6s0t2.mps,7,55.08,733
glass4.mps,7,0,15
lotsize.mps,7,3.76,1059
mas74.mps,7,0.75,1983
neos-4413714-turia.mps,7,0,665
qap10.mps,7,0,10
rocI-4-11.mps,7,0,19
supportcase18.mps,7,0,29
supportcase33.mps,7,0,216
