instance,seed,objective,tuning_time
neos-4387871-tavua.mps,8,0,3360
neos-4954672-berkel.mps,8,10.54,3536
neos-5093327-huahum.mps,8,22.71,3178
rococoB10-011000.mps,8,16.5,2932
sorrell3.mps,8,21.41,4020
