instance,seed,objective,tuning_time
neos-4387871-tavua.mps,9,20.51,1649
neos-4954672-berkel.mps,9,11.2,1109
neos-5093327-huahum.mps,9,24.91,648
nexp-150-20-8-5.mps,9,3.38,2748
rococoB10-011000.mps,9,20.41,749
sorrell3.mps,9,23.87,1094
supportcase26.mps,9,3.81,1165
supportcase40.mps,9,2.54,816
supportcase6.mps,9,0,463
var-smallemery-m6j6.mps,9,2.11,1273
