instance,seed,objective,tuning_time
b1c1s1.mps,5,15.75,2893
cost266-UUE.mps,5,5.45,2153
csched007.mps,5,11.97,2733
cvs16r128-89.mps,5,16.58,1900
eilA101-2.mps,5,20.38,3141
momentum1.mps,5,15.93,2086
mushroom-best.mps,5,22.78,2654
