instance,seed,objective,tuning_time
neos-4387871-tavua.mps,2,21,2536
neos-4954672-berkel.mps,2,13.62,3446
neos-5093327-huahum.mps,2,25.72,1462
nexp-150-20-8-5.mps,2,3.43,1522
rococoB10-011000.mps,2,21.71,2291
sorrell3.mps,2,29.99,1343
supportcase26.mps,2,10.15,2338
supportcase40.mps,2,3.06,2618
