instance,seed,objective,tuning_time
b1c1s1.mps,5,15.9,812
cost266-UUE.mps,5,7.16,532
csched007.mps,5,10.59,607
cvs16r128-89.mps,5,17.27,641
eilA101-2.mps,5,12.94,2637
momentum1.mps,5,11.81,601
mushroom-best.mps,5,19.92,799
neos-1456979.mps,5,7.77,683
neos-3024952-loue.mps,5,2.43,845
neos-3555904-turama.mps,5,18.01,625
