MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-4/8_supportcase40_seed-4_20260427_141345/iterated_local_search/run_4_worker_9/mip_starts/mip_start_eval_8_config_16775349981306595201.mst,1406,24256.3
9,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-4/8_supportcase40_seed-4_20260427_141345/iterated_local_search/run_1_worker_26/mip_starts/mip_start_eval_1_config_2753994204433874939.mst,521,24256.5
8,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-4/8_supportcase40_seed-4_20260427_141345/iterated_local_search/run_1_worker_13/mip_starts/mip_start_eval_1_config_2490764450321250739.mst,261,24256.9
7,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-4/8_supportcase40_seed-4_20260427_141345/iterated_local_search/run_1_worker_9/mip_starts/mip_start_eval_15_config_1649411017553422722.mst,195,24270.7
6,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-4/8_supportcase40_seed-4_20260427_141345/iterated_local_search/run_1_worker_8/mip_starts/mip_start_eval_4_config_14687780377106006418.mst,164,24270.9
5,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-4/8_supportcase40_seed-4_20260427_141345/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_15_config_10902920655245845871.mst,35,24323.5
4,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-4/8_supportcase40_seed-4_20260427_141345/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_1_config_6439873165248256756.mst,21,24340.4
3,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-4/8_supportcase40_seed-4_20260427_141345/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_10_config_300411628152950630.mst,10,24379.6
2,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-4/8_supportcase40_seed-4_20260427_141345/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_8683817217222751575.mst,2,24400.6
1,/scratch/yorig/mpils-results-grid-ticks-10000-divide4/medium-2/32proc/seed-4/8_supportcase40_seed-4_20260427_141345/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,24408.3
