instance,seed,objective,tuning_time
csched008.mps,3,1.16,764
fastxgemm-n2r6s0t2.mps,3,84.2,910
glass4.mps,3,0,110
lotsize.mps,3,13.77,710
mas74.mps,3,2.93,1066
neos-4413714-turia.mps,3,20.57,637
qap10.mps,3,0,10
rocI-4-11.mps,3,17.11,953
supportcase18.mps,3,3.7,594
supportcase33.mps,3,4.61,1126
