instance,seed,objective,tuning_time
csched008.mps,6,0.58,827
fastxgemm-n2r6s0t2.mps,6,0,567
glass4.mps,6,0,108
lotsize.mps,6,4.58,1049
mas74.mps,6,0.59,1931
neos-4413714-turia.mps,6,4.5,871
qap10.mps,6,0,8
rocI-4-11.mps,6,0,22
supportcase18.mps,6,0,43
supportcase33.mps,6,0,193
