MipStartID,MipStartFile,SourceEvalID,UpperBound
12,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_6_config_2699818814473797098.mst,687,2.51519e+07
11,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_1_worker_23/mip_starts/mip_start_eval_5_config_1229549252267940297.mst,465,2.51693e+07
10,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_1_worker_23/mip_starts/mip_start_eval_2_config_7906298302078486552.mst,462,2.52785e+07
9,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_1_worker_11/mip_starts/mip_start_eval_18_config_8930358131226869839.mst,238,2.52844e+07
8,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_1_worker_4/mip_starts/mip_start_eval_7_config_9759582117471818554.mst,87,2.53181e+07
7,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_12_config_5754063364051939439.mst,52,2.53932e+07
6,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_16_config_6172897203952281701.mst,36,2.54128e+07
5,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_15_config_16065058253728189681.mst,15,2.54457e+07
4,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_9_config_15900247093493740247.mst,9,2.54557e+07
3,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_7_config_1978230459851294288.mst,7,2.55198e+07
2,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_3_config_2823934824078185206.mst,3,2.55367e+07
1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-10/2_cost266-UUE_seed-10_20260427_073935/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,2.56706e+07
