instance,seed,objective,tuning_time
b1c1s1.mps,3,15.25,3011
cost266-UUE.mps,3,4.34,3290
csched007.mps,3,7.66,3399
cvs16r128-89.mps,3,12.67,3252
eilA101-2.mps,3,14.24,3549
