instance,seed,objective,tuning_time
neos-4387871-tavua.mps,5,22.03,2450
neos-4954672-berkel.mps,5,11.33,996
neos-5093327-huahum.mps,5,25.39,1359
nexp-150-20-8-5.mps,5,2.92,5401
rococoB10-011000.mps,5,21.15,806
sorrell3.mps,5,24.44,3520
supportcase26.mps,5,7.4,763
supportcase40.mps,5,2.17,715
supportcase6.mps,5,0,337
var-smallemery-m6j6.mps,5,2.38,1304
