instance,seed,objective,tuning_time
b1c1s1.mps,8,14.83,3010
cost266-UUE.mps,8,4.32,3291
csched007.mps,8,10.15,3399
cvs16r128-89.mps,8,9.99,3252
eilA101-2.mps,8,15.6,3547
momentum1.mps,8,11.77,3163
mushroom-best.mps,8,-1,3248
neos-1456979.mps,8,5.08,3204
neos-3024952-loue.mps,8,0,2991
