instance,seed,objective,tuning_time
csched008.mps,3,0.58,823
fastxgemm-n2r6s0t2.mps,3,0,562
glass4.mps,3,0,148
lotsize.mps,3,2.94,812
mas74.mps,3,0.43,1899
neos-4413714-turia.mps,3,0,388
qap10.mps,3,0,6
rocI-4-11.mps,3,0,21
supportcase18.mps,3,0,71
supportcase33.mps,3,0,169
