instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
neos-4387871-tavua.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/1_neos-4387871-tavua_seed-2_20260503_004715,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/1_neos-4387871-tavua_seed-2_20260503_004715/run.log
neos-4954672-berkel.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/2_neos-4954672-berkel_seed-2_20260503_010453,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/2_neos-4954672-berkel_seed-2_20260503_010453/run.log
neos-5093327-huahum.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/3_neos-5093327-huahum_seed-2_20260503_012335,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/3_neos-5093327-huahum_seed-2_20260503_012335/run.log
nexp-150-20-8-5.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/4_nexp-150-20-8-5_seed-2_20260503_014533,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/4_nexp-150-20-8-5_seed-2_20260503_014533/run.log
rococoB10-011000.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/5_rococoB10-011000_seed-2_20260503_020514,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/5_rococoB10-011000_seed-2_20260503_020514/run.log
sorrell3.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/6_sorrell3_seed-2_20260503_022516,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/6_sorrell3_seed-2_20260503_022516/run.log
supportcase26.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/7_supportcase26_seed-2_20260503_024252,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/7_supportcase26_seed-2_20260503_024252/run.log
supportcase40.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/8_supportcase40_seed-2_20260503_030741,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/8_supportcase40_seed-2_20260503_030741/run.log
supportcase6.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/9_supportcase6_seed-2_20260503_032957,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/9_supportcase6_seed-2_20260503_032957/run.log
var-smallemery-m6j6.mps,2,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/10_var-smallemery-m6j6_seed-2_20260503_035055,/scratch/yorig/mpils-results-grid-seconds-5/medium-2/2proc/seed-2/10_var-smallemery-m6j6_seed-2_20260503_035055/run.log
