instance,seed,objective,tuning_time
b1c1s1.mps,3,15.93,1781
cost266-UUE.mps,3,7.38,967
csched007.mps,3,9.12,2165
cvs16r128-89.mps,3,15.03,1819
eilA101-2.mps,3,14.43,2746
momentum1.mps,3,11.8,1447
mushroom-best.mps,3,17.11,2871
neos-1456979.mps,3,7.22,1762
neos-3024952-loue.mps,3,1.54,1271
neos-3555904-turama.mps,3,18.01,1223
