MipStartID,MipStartFile,SourceEvalID,UpperBound
39,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_10_worker_1/mip_starts/mip_start_eval_11_config_4889485447693168785.mst,476,1.49019e+06
38,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_10_worker_1/mip_starts/mip_start_eval_7_config_815057685490549860.mst,472,1.49046e+06
37,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_10_worker_1/mip_starts/mip_start_eval_4_config_16273158287899646896.mst,469,1.49077e+06
36,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_9_worker_1/mip_starts/mip_start_eval_16_config_2881146263230613474.mst,407,1.49161e+06
35,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_9_worker_1/mip_starts/mip_start_eval_9_config_14247153154489962229.mst,400,1.49629e+06
34,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_9_worker_1/mip_starts/mip_start_eval_1_config_16448324355147088072.mst,392,1.49719e+06
33,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_8_worker_1/mip_starts/mip_start_eval_3_config_18017271427652809304.mst,343,1.49798e+06
32,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_8_worker_1/mip_starts/mip_start_eval_2_config_5931558843252956762.mst,342,1.51497e+06
31,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_8_worker_1/mip_starts/mip_start_eval_1_config_12158969189886695185.mst,341,1.51896e+06
30,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_7_worker_1/mip_starts/mip_start_eval_12_config_13644980522874793015.mst,301,1.52137e+06
13,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_10_config_12685603684819557428.mst,119,1.60497e+06
12,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_7_config_8950756580993578272.mst,116,1.60751e+06
11,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_2_config_6940317463462277241.mst,111,1.62136e+06
10,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_1_config_15606146305688091313.mst,110,1.64127e+06
9,/scratch/yorig/mpils-results-grid-seconds-5/easy/2proc/seed-2/4_lotsize_seed-2_20260503_011410/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_5_config_15287705775794497679.mst,55,1.65581e+06
