instance,seed,objective,tuning_time
csched008.mps,1,0.58,493
fastxgemm-n2r6s0t2.mps,1,0,381
glass4.mps,1,0,18
lotsize.mps,1,8.99,721
mas74.mps,1,0.92,1371
neos-4413714-turia.mps,1,4.5,634
qap10.mps,1,0,6
rocI-4-11.mps,1,0,8
supportcase18.mps,1,0,35
supportcase33.mps,1,0,80
