instance,seed,objective,tuning_time
csched008.mps,2,0.58,1049
fastxgemm-n2r6s0t2.mps,2,0,774
glass4.mps,2,0,10
lotsize.mps,2,2.35,1523
mas74.mps,2,1.36,2150
neos-4413714-turia.mps,2,0,269
qap10.mps,2,0,10
rocI-4-11.mps,2,0,10
supportcase18.mps,2,0,10
supportcase33.mps,2,0,10
