instance,seed,objective,tuning_time
b1c1s1.mps,2,15.44,688
cost266-UUE.mps,2,6.52,799
csched007.mps,2,8.17,837
cvs16r128-89.mps,2,16.99,758
eilA101-2.mps,2,15.54,2202
momentum1.mps,2,10.94,576
mushroom-best.mps,2,21.24,671
neos-1456979.mps,2,3.92,550
neos-3024952-loue.mps,2,2.25,693
neos-3555904-turama.mps,2,18.01,642
