instance,seed,objective,tuning_time
neos-4387871-tavua.mps,1,21.45,2935
neos-4954672-berkel.mps,1,13.8,2468
neos-5093327-huahum.mps,1,25.14,2260
nexp-150-20-8-5.mps,1,2.18,2599
rococoB10-011000.mps,1,21.7,2432
sorrell3.mps,1,22.98,2221
supportcase26.mps,1,9.93,2438
