instance,seed,objective,tuning_time
b1c1s1.mps,1,16.94,562
cost266-UUE.mps,1,5.75,642
csched007.mps,1,8.13,639
cvs16r128-89.mps,1,16.94,738
eilA101-2.mps,1,18.64,2035
momentum1.mps,1,11.78,603
mushroom-best.mps,1,22.81,724
neos-1456979.mps,1,4.8,565
neos-3024952-loue.mps,1,2.27,815
neos-3555904-turama.mps,1,18.01,560
