MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/24proc/seed-2/6_neos-4413714-turia_seed-2_20260503_230151/iterated_local_search/run_6_worker_0/mip_starts/mip_start_eval_2_config_16516132317713251814.mst,2391,46.2083
9,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/24proc/seed-2/6_neos-4413714-turia_seed-2_20260503_230151/iterated_local_search/run_5_worker_15/mip_starts/mip_start_eval_21_config_13926500370155991750.mst,2116,46.4495
8,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/24proc/seed-2/6_neos-4413714-turia_seed-2_20260503_230151/iterated_local_search/run_5_worker_15/mip_starts/mip_start_eval_18_config_13080940305423722102.mst,2113,46.6177
7,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/24proc/seed-2/6_neos-4413714-turia_seed-2_20260503_230151/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_26_config_11243324083246816010.mst,1701,52.2563
6,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/24proc/seed-2/6_neos-4413714-turia_seed-2_20260503_230151/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_11_config_4788571445262949200.mst,1686,52.4164
5,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/24proc/seed-2/6_neos-4413714-turia_seed-2_20260503_230151/iterated_local_search/run_5_worker_0/mip_starts/mip_start_eval_1_config_13474037649737471724.mst,1646,52.5104
4,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/24proc/seed-2/6_neos-4413714-turia_seed-2_20260503_230151/iterated_local_search/run_3_worker_0/mip_starts/mip_start_eval_3_config_10572728761294999295.mst,681,53.296
3,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/24proc/seed-2/6_neos-4413714-turia_seed-2_20260503_230151/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_1_config_9686720361045965965.mst,21,55.4301
2,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/24proc/seed-2/6_neos-4413714-turia_seed-2_20260503_230151/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_13_config_16957666276679199244.mst,13,55.4301
1,/scratch/yorig/mpils-results-grid-seconds-5-watchdog-mip-start/easy/24proc/seed-2/6_neos-4413714-turia_seed-2_20260503_230151/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,499.635
