MipStartID,MipStartFile,SourceEvalID,UpperBound
13,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_7_worker_0/mip_starts/mip_start_eval_2_config_15040317801244446046.mst,1254,924.809
12,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_6_worker_7/mip_starts/mip_start_eval_22_config_903207251585449799.mst,1236,976.674
11,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_5_worker_0/mip_starts/mip_start_eval_2_config_10276106965452602152.mst,746,989.202
10,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_4_worker_6/mip_starts/mip_start_eval_23_config_1607769464616690610.mst,699,1105.15
9,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_15_config_6966929295809299060.mst,541,1162.07
8,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_4_worker_0/mip_starts/mip_start_eval_1_config_5870583576879985668.mst,497,1176.45
7,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_1_config_12393047907747172878.mst,419,1192.87
6,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_3_worker_0/mip_starts/mip_start_eval_3_config_7895212310921183762.mst,411,1192.87
5,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_1_config_7928733525398311303.mst,204,1240.07
4,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_2_worker_0/mip_starts/mip_start_eval_2_config_12035130471161226358.mst,178,1240.07
3,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_12_config_16655313693168279273.mst,32,1387.53
2,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_10101538263502436884.mst,2,1387.53
1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/8proc/seed-2/5_eilA101-2_seed-2_20260502_233556/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,2420.51
