instance,seed,objective,tuning_time
csched008.mps,5,0.58,435
fastxgemm-n2r6s0t2.mps,5,0.01,712
glass4.mps,5,0,115
lotsize.mps,5,5.75,692
mas74.mps,5,2.35,920
neos-4413714-turia.mps,5,0,265
qap10.mps,5,0,5
rocI-4-11.mps,5,17.11,524
supportcase18.mps,5,0,441
supportcase33.mps,5,4.35,650
