instance,seed,objective,tuning_time
b1c1s1.mps,3,16.79,902
cost266-UUE.mps,3,7.08,921
csched007.mps,3,7.86,957
cvs16r128-89.mps,3,17.52,812
eilA101-2.mps,3,32.65,1111
momentum1.mps,3,16.71,856
mushroom-best.mps,3,29.5,812
neos-1456979.mps,3,6.9,802
neos-3024952-loue.mps,3,7.89,973
neos-3555904-turama.mps,3,18.01,972
