instance,seed,objective,tuning_time
csched008.mps,2,1.16,918
fastxgemm-n2r6s0t2.mps,2,83.04,1202
glass4.mps,2,8.33,1165
lotsize.mps,2,6.57,1192
mas74.mps,2,4.22,1223
neos-4413714-turia.mps,2,21.57,1054
qap10.mps,2,0,10
rocI-4-11.mps,2,79.4,1102
supportcase18.mps,2,3.7,784
supportcase33.mps,2,8.24,1011
