instance,seed,objective,tuning_time
b1c1s1.mps,4,16.22,910
cost266-UUE.mps,4,7.43,797
csched007.mps,4,10.63,935
cvs16r128-89.mps,4,17.45,808
eilA101-2.mps,4,14.13,3481
momentum1.mps,4,21.07,756
mushroom-best.mps,4,18.97,1355
neos-1456979.mps,4,8.43,903
neos-3024952-loue.mps,4,8.75,933
neos-3555904-turama.mps,4,18.01,746
