MipStartID,MipStartFile,SourceEvalID,UpperBound
3,/scratch/yorig/mpils-results-grid-ticks-10000/easy/4proc/seed-5/1_csched008_seed-5_20260426_014022/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_19_config_6997501816869375246.mst,39,173
2,/scratch/yorig/mpils-results-grid-ticks-10000/easy/4proc/seed-5/1_csched008_seed-5_20260426_014022/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_5_config_15495703117619861868.mst,5,174
1,/scratch/yorig/mpils-results-grid-ticks-10000/easy/4proc/seed-5/1_csched008_seed-5_20260426_014022/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,175
