instance,seed,objective,tuning_time
csched008.mps,4,0.58,830
fastxgemm-n2r6s0t2.mps,4,44.78,788
glass4.mps,4,0,10
lotsize.mps,4,3.95,821
mas74.mps,4,0.58,1999
neos-4413714-turia.mps,4,0,470
qap10.mps,4,0,8
rocI-4-11.mps,4,0,20
supportcase18.mps,4,0,18
supportcase33.mps,4,0,140
