MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-1/2_neos-4954672-berkel_seed-1_20260425_221922/iterated_local_search/run_4_worker_10/mip_starts/mip_start_eval_21_config_16475667267511688008.mst,898,2.61271e+06
9,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-1/2_neos-4954672-berkel_seed-1_20260425_221922/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_19_config_17018453457874602374.mst,707,2.61585e+06
8,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-1/2_neos-4954672-berkel_seed-1_20260425_221922/iterated_local_search/run_2_worker_8/mip_starts/mip_start_eval_2_config_10678974688760418181.mst,402,2.61639e+06
7,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-1/2_neos-4954672-berkel_seed-1_20260425_221922/iterated_local_search/run_2_worker_5/mip_starts/mip_start_eval_6_config_6578704041740004105.mst,388,2.61651e+06
6,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-1/2_neos-4954672-berkel_seed-1_20260425_221922/iterated_local_search/run_2_worker_4/mip_starts/mip_start_eval_5_config_3272416750357179009.mst,381,2.61729e+06
5,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-1/2_neos-4954672-berkel_seed-1_20260425_221922/iterated_local_search/run_1_worker_3/mip_starts/mip_start_eval_19_config_2234747692517342463.mst,79,2.61907e+06
4,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-1/2_neos-4954672-berkel_seed-1_20260425_221922/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_16_config_9568605616329748245.mst,16,2.62082e+06
3,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-1/2_neos-4954672-berkel_seed-1_20260425_221922/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_8_config_11536822340233966679.mst,8,2.63613e+06
2,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-1/2_neos-4954672-berkel_seed-1_20260425_221922/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_7_config_9553711088684992651.mst,7,2.64878e+06
1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-1/2_neos-4954672-berkel_seed-1_20260425_221922/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,2.65948e+06
