instance,seed,objective,tuning_time
csched008.mps,2,1.62,940
fastxgemm-n2r6s0t2.mps,2,42.83,1191
glass4.mps,2,25.42,1156
lotsize.mps,2,7.31,1389
mas74.mps,2,3.24,1336
neos-4413714-turia.mps,2,21.57,1152
qap10.mps,2,0,5
rocI-4-11.mps,2,83.72,898
supportcase18.mps,2,3.7,830
supportcase33.mps,2,14.71,995
