MipStartID,MipStartFile,SourceEvalID,UpperBound
10,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-3/6_momentum1_seed-3_20260427_083837/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_11_config_12314573459936655931.mst,1967,109146
9,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-3/6_momentum1_seed-3_20260427_083837/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_7_config_1544510978617968058.mst,1357,109147
8,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-3/6_momentum1_seed-3_20260427_083837/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_1_config_14343888704294587214.mst,700,109169
7,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-3/6_momentum1_seed-3_20260427_083837/iterated_local_search/run_1_worker_19/mip_starts/mip_start_eval_12_config_9472798235599245514.mst,392,109170
6,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-3/6_momentum1_seed-3_20260427_083837/iterated_local_search/run_1_worker_11/mip_starts/mip_start_eval_9_config_17845207601449290873.mst,229,109185
5,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-3/6_momentum1_seed-3_20260427_083837/iterated_local_search/run_1_worker_9/mip_starts/mip_start_eval_18_config_16068193279209483833.mst,198,115565
4,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-3/6_momentum1_seed-3_20260427_083837/iterated_local_search/run_1_worker_9/mip_starts/mip_start_eval_17_config_11123762128864549715.mst,197,115576
3,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-3/6_momentum1_seed-3_20260427_083837/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_1_config_15446065792237984030.mst,41,115583
2,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-3/6_momentum1_seed-3_20260427_083837/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_13_config_12612852861734067094.mst,33,115647
1,/scratch/yorig/mpils-results-grid-ticks-10000-divide/medium-1/32proc/seed-3/6_momentum1_seed-3_20260427_083837/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,141266
