MipStartID,MipStartFile,SourceEvalID,UpperBound
11,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/1proc/seed-7/8_neos-1456979_seed-7_20260426_111330/iterated_local_search/run_5_worker_0/mip_starts/mip_start_eval_10_config_2144882217440764037.mst,98,176
10,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/1proc/seed-7/8_neos-1456979_seed-7_20260426_111330/iterated_local_search/run_4_worker_0/mip_starts/mip_start_eval_3_config_6363409712293131426.mst,67,177
9,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/1proc/seed-7/8_neos-1456979_seed-7_20260426_111330/iterated_local_search/run_4_worker_0/mip_starts/mip_start_eval_2_config_4908611741119060835.mst,66,179
8,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/1proc/seed-7/8_neos-1456979_seed-7_20260426_111330/iterated_local_search/run_4_worker_0/mip_starts/mip_start_eval_1_config_13933098845968653500.mst,65,180
7,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/1proc/seed-7/8_neos-1456979_seed-7_20260426_111330/iterated_local_search/run_3_worker_0/mip_starts/mip_start_eval_1_config_15480548469243253736.mst,46,181
6,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/1proc/seed-7/8_neos-1456979_seed-7_20260426_111330/iterated_local_search/run_2_worker_0/mip_starts/mip_start_eval_1_config_3083124677430951101.mst,37,187
5,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/1proc/seed-7/8_neos-1456979_seed-7_20260426_111330/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_10_config_1937827885687416599.mst,10,190
4,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/1proc/seed-7/8_neos-1456979_seed-7_20260426_111330/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_9_config_7467299067298611646.mst,9,197
3,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/1proc/seed-7/8_neos-1456979_seed-7_20260426_111330/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_8_config_9622987437779379858.mst,8,198
2,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/1proc/seed-7/8_neos-1456979_seed-7_20260426_111330/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_6_config_2077675631147850639.mst,6,202
1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/1proc/seed-7/8_neos-1456979_seed-7_20260426_111330/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,203
