instance,seed,objective,tuning_time
csched008.mps,1,1.15,1499
fastxgemm-n2r6s0t2.mps,1,0,1135
glass4.mps,1,25,1504
lotsize.mps,1,14.37,1631
mas74.mps,1,2.25,1878
neos-4413714-turia.mps,1,12.59,1520
qap10.mps,1,0,33
rocI-4-11.mps,1,0,532
supportcase18.mps,1,3.7,1633
supportcase33.mps,1,4.35,1648
