instance,seed,objective,tuning_time
b1c1s1.mps,3,14.55,603
cost266-UUE.mps,3,5.97,654
csched007.mps,3,5.31,719
cvs16r128-89.mps,3,9.69,697
eilA101-2.mps,3,14.2,3158
momentum1.mps,3,11.76,489
mushroom-best.mps,3,22.7,636
neos-1456979.mps,3,2.83,665
neos-3024952-loue.mps,3,1.64,737
neos-3555904-turama.mps,3,18.01,805
