MipStartID,MipStartFile,SourceEvalID,UpperBound
14,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_5_worker_0/mip_starts/mip_start_eval_5_config_9236358866249516864.mst,1189,26826
1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,29320
2,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_3_config_844706301316953147.mst,3,29002
3,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_11_config_6223247206059747895.mst,11,28962
4,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_11_config_15540708572644886351.mst,31,27814
5,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_1_worker_10/mip_starts/mip_start_eval_16_config_17297414769194774631.mst,216,27562
6,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_1_config_8572287777068977118.mst,359,27282
7,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_2_config_17249516241942552498.mst,360,27252
8,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_3_config_13702164448007007068.mst,361,27148
9,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_1_config_13702164448007007068.mst,496,27066
10,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_5_config_15107177290466881933.mst,712,27046
11,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_11_config_9202028072081887858.mst,718,27034
12,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_4_worker_15/mip_starts/mip_start_eval_11_config_11003908239754256925.mst,1138,26966
13,/scratch/yorig/mpils-results-grid-ticks-10000/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260425_225448/iterated_local_search/run_4_worker_15/mip_starts/mip_start_eval_19_config_12258250544684566724.mst,1146,26936
