instance,seed,objective,tuning_time
b1c1s1.mps,5,12.58,1555
cost266-UUE.mps,5,4.24,1263
csched007.mps,5,5.92,1985
cvs16r128-89.mps,5,12.12,1655
eilA101-2.mps,5,14.19,4623
momentum1.mps,5,11.57,1235
mushroom-best.mps,5,19.9,1245
neos-1456979.mps,5,3.77,1133
neos-3024952-loue.mps,5,0,615
neos-3555904-turama.mps,5,17.55,715
