instance,seed,objective,tuning_time
b1c1s1.mps,1,15.33,733
cost266-UUE.mps,1,5.22,770
csched007.mps,1,6.22,869
cvs16r128-89.mps,1,10.73,798
eilA101-2.mps,1,15.5,2864
momentum1.mps,1,11.73,582
mushroom-best.mps,1,20.61,710
neos-1456979.mps,1,3.36,845
neos-3024952-loue.mps,1,2.51,719
neos-3555904-turama.mps,1,18.01,593
