instance,seed,tuner_rc,best_configuration_present,output_dir,log_path
b1c1s1.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260502_223722,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/1_b1c1s1_seed-1_20260502_223722/run.log
cost266-UUE.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/2_cost266-UUE_seed-1_20260502_224938,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/2_cost266-UUE_seed-1_20260502_224938/run.log
csched007.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/3_csched007_seed-1_20260502_230231,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/3_csched007_seed-1_20260502_230231/run.log
cvs16r128-89.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/4_cvs16r128-89_seed-1_20260502_231703,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/4_cvs16r128-89_seed-1_20260502_231703/run.log
eilA101-2.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/5_eilA101-2_seed-1_20260502_233025,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/5_eilA101-2_seed-1_20260502_233025/run.log
momentum1.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/6_momentum1_seed-1_20260503_001812,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/6_momentum1_seed-1_20260503_001812/run.log
mushroom-best.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/7_mushroom-best_seed-1_20260503_002757,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/7_mushroom-best_seed-1_20260503_002757/run.log
neos-1456979.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/8_neos-1456979_seed-1_20260503_003949,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/8_neos-1456979_seed-1_20260503_003949/run.log
neos-3024952-loue.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260503_005357,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/9_neos-3024952-loue_seed-1_20260503_005357/run.log
neos-3555904-turama.mps,1,0,1,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/10_neos-3555904-turama_seed-1_20260503_010559,/scratch/yorig/mpils-results-grid-seconds-5/medium-1/16proc/seed-1/10_neos-3555904-turama_seed-1_20260503_010559/run.log
