instance,seed,objective,tuning_time
b1c1s1.mps,2,17.91,1450
cost266-UUE.mps,2,7.08,1471
csched007.mps,2,11.5,1735
cvs16r128-89.mps,2,13.33,1807
eilA101-2.mps,2,32.65,1661
momentum1.mps,2,16.71,1469
mushroom-best.mps,2,24.15,1896
neos-1456979.mps,2,9.78,1442
