instance,seed,objective,tuning_time
b1c1s1.mps,6,16.6,154
cost266-UUE.mps,6,6.82,174
csched007.mps,6,10.47,157
cvs16r128-89.mps,6,17.36,177
eilA101-2.mps,6,12.82,508
momentum1.mps,6,15.94,195
mushroom-best.mps,6,17.09,336
neos-1456979.mps,6,7.76,179
neos-3024952-loue.mps,6,5.72,203
neos-3555904-turama.mps,6,18.01,201
