instance,seed,objective,tuning_time
csched008.mps,8,0.58,811
fastxgemm-n2r6s0t2.mps,8,0,705
glass4.mps,8,0,113
lotsize.mps,8,2.95,783
mas74.mps,8,0.17,2064
neos-4413714-turia.mps,8,0,318
qap10.mps,8,0,6
rocI-4-11.mps,8,0,14
supportcase18.mps,8,0,18
supportcase33.mps,8,0,310
