instance,seed,objective,tuning_time
b1c1s1.mps,3,15.92,705
cost266-UUE.mps,3,6.65,707
csched007.mps,3,8.44,675
cvs16r128-89.mps,3,16.84,658
eilA101-2.mps,3,14.7,3440
momentum1.mps,3,11.81,451
mushroom-best.mps,3,24.03,541
neos-1456979.mps,3,7.49,659
neos-3024952-loue.mps,3,2.63,643
neos-3555904-turama.mps,3,18.01,620
