instance,seed,objective,tuning_time
csched008.mps,3,1.15,1958
fastxgemm-n2r6s0t2.mps,3,0,1896
glass4.mps,3,0,363
lotsize.mps,3,14.5,2306
mas74.mps,3,0.62,4331
neos-4413714-turia.mps,3,0,1452
qap10.mps,3,0,167
rocI-4-11.mps,3,0,570
supportcase18.mps,3,3.7,1473
supportcase33.mps,3,8.1,1796
