MipStartID,MipStartFile,SourceEvalID,UpperBound
14,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_8_worker_1/mip_starts/mip_start_eval_15_config_18374950741150793832.mst,820,1.50475e+06
1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,1.73127e+06
2,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_1_config_9686720361045965965.mst,21,1.7248e+06
3,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_2_config_14977320980139403669.mst,22,1.70008e+06
4,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_3_config_6900896254888489057.mst,23,1.66105e+06
5,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_16_config_16362500464648024239.mst,56,1.53579e+06
6,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_6_config_1133826316013982756.mst,155,1.52412e+06
7,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_14_config_3657356608401724540.mst,245,1.52281e+06
8,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_4_worker_1/mip_starts/mip_start_eval_17_config_7750033200248438022.mst,364,1.51765e+06
9,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_11_config_11858800276499292182.mst,452,1.51693e+06
10,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_18_config_7587625432186075106.mst,459,1.51444e+06
11,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_20_config_11606254674028980318.mst,461,1.51121e+06
12,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_25_config_5542298189616480874.mst,466,1.51007e+06
13,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/easy/4proc/seed-2/4_lotsize_seed-2_20260503_004844/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_11_config_1836633485004583789.mst,564,1.50615e+06
