instance,seed,objective,tuning_time
csched008.mps,2,1.15,2617
fastxgemm-n2r6s0t2.mps,2,0.01,2695
glass4.mps,2,0.01,3110
lotsize.mps,2,6.78,2416
mas74.mps,2,1.1,6648
neos-4413714-turia.mps,2,4.5,1832
qap10.mps,2,0,4
rocI-4-11.mps,2,0,668
supportcase18.mps,2,0,1245
supportcase33.mps,2,5.8,2480
