instance,seed,objective,tuning_time
csched008.mps,10,0.58,635
fastxgemm-n2r6s0t2.mps,10,0,675
glass4.mps,10,0,46
lotsize.mps,10,3.7,984
mas74.mps,10,0.49,2674
neos-4413714-turia.mps,10,4.5,888
qap10.mps,10,0,7
rocI-4-11.mps,10,0,20
supportcase18.mps,10,0,18
supportcase33.mps,10,0,255
