instance,seed,objective,tuning_time
csched008.mps,3,0.58,499
fastxgemm-n2r6s0t2.mps,3,1.3,407
glass4.mps,3,0,19
lotsize.mps,3,6.33,420
mas74.mps,3,0.63,1368
neos-4413714-turia.mps,3,4.5,630
qap10.mps,3,0,6
rocI-4-11.mps,3,0,8
supportcase18.mps,3,0,23
supportcase33.mps,3,0,73
