instance,seed,objective,tuning_time
neos-4387871-tavua.mps,3,18.97,2934
neos-4954672-berkel.mps,3,13.21,3564
neos-5093327-huahum.mps,3,27.01,1096
nexp-150-20-8-5.mps,3,4.53,3003
rococoB10-011000.mps,3,20.19,2379
sorrell3.mps,3,32.1,1542
supportcase26.mps,3,0.48,2223
