instance,seed,objective,tuning_time
neos-4387871-tavua.mps,3,20.62,1089
neos-4954672-berkel.mps,3,13.12,1124
neos-5093327-huahum.mps,3,23.38,817
nexp-150-20-8-5.mps,3,2.91,4466
rococoB10-011000.mps,3,21.33,1054
sorrell3.mps,3,23.79,1411
supportcase26.mps,3,5.71,1017
supportcase40.mps,3,2.31,1399
supportcase6.mps,3,0,1082
var-smallemery-m6j6.mps,3,2.17,1658
