instance,seed,objective,tuning_time
csched008.mps,4,1.15,870
fastxgemm-n2r6s0t2.mps,4,0.01,1072
glass4.mps,4,0,366
lotsize.mps,4,11.26,907
mas74.mps,4,3.24,1106
neos-4413714-turia.mps,4,14.16,987
qap10.mps,4,0,30
rocI-4-11.mps,4,0,50
supportcase18.mps,4,3.7,624
supportcase33.mps,4,10.29,890
