MipStartID,MipStartFile,SourceEvalID,UpperBound
24,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_8_worker_1/mip_starts/mip_start_eval_2_config_8803208839935841218.mst,571,27404
23,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_7_worker_1/mip_starts/mip_start_eval_29_config_14294400237411668588.mst,497,27416
22,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_7_worker_1/mip_starts/mip_start_eval_15_config_7649253947320242812.mst,483,27488
21,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_7_worker_1/mip_starts/mip_start_eval_11_config_11738717367110712430.mst,479,27720
20,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_7_worker_1/mip_starts/mip_start_eval_5_config_5188427346023923418.mst,473,27732
19,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_7_worker_1/mip_starts/mip_start_eval_1_config_6044044036173615338.mst,469,27774
18,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_5_config_6044044036173615338.mst,392,27924
17,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_3_config_14487193772536126710.mst,390,28212
16,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_1_config_1813576432700686045.mst,388,28252
15,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_5_config_14253232877640617540.mst,302,28304
14,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_5_worker_1/mip_starts/mip_start_eval_1_config_10232544917488385926.mst,298,28364
1,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_1_config_9686720361045965965.mst,21,30520
2,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_1_worker_1/mip_starts/mip_start_eval_5_config_5422601811110845924.mst,25,30290
3,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_1_config_17808874148426417796.mst,41,29996
4,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_1_worker_2/mip_starts/mip_start_eval_19_config_16676338518552441683.mst,59,29381
5,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_1_config_14551803498827080273.mst,91,29131
6,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_5_config_3094632050648768397.mst,95,29097
7,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_2_worker_1/mip_starts/mip_start_eval_6_config_3527759884371684493.mst,96,29067
8,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_2_worker_2/mip_starts/mip_start_eval_6_config_8122139045399185334.mst,102,29020
9,/scratch/yorig/mpils-results-grid-seconds-5-no-mip-start/medium-1/4proc/seed-2/9_neos-3024952-loue_seed-2_20260503_024631/iterated_local_search/run_3_worker_1/mip_starts/mip_start_eval_1_config_3094632050648768397.mst,127,28568
