MipStartID,MipStartFile,SourceEvalID,UpperBound
11,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-8/5_rococoB10-011000_seed-8_20260426_001056/iterated_local_search/run_6_worker_1/mip_starts/mip_start_eval_9_config_16275161906814805583.mst,1461,19449
10,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-8/5_rococoB10-011000_seed-8_20260426_001056/iterated_local_search/run_5_worker_2/mip_starts/mip_start_eval_11_config_157195123094532788.mst,1159,19488
9,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-8/5_rococoB10-011000_seed-8_20260426_001056/iterated_local_search/run_5_worker_2/mip_starts/mip_start_eval_3_config_8867677022156489340.mst,1151,19520
8,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-8/5_rococoB10-011000_seed-8_20260426_001056/iterated_local_search/run_1_worker_10/mip_starts/mip_start_eval_19_config_12306298942083368691.mst,219,19565
7,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-8/5_rococoB10-011000_seed-8_20260426_001056/iterated_local_search/run_1_worker_3/mip_starts/mip_start_eval_18_config_13473200764474671321.mst,78,19627
6,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-8/5_rococoB10-011000_seed-8_20260426_001056/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_12_config_8609448594415774881.mst,12,19787
5,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-8/5_rococoB10-011000_seed-8_20260426_001056/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_9_config_14187414798323925988.mst,9,19998
4,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-8/5_rococoB10-011000_seed-8_20260426_001056/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_6_config_17336362436364057645.mst,6,20153
3,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-8/5_rococoB10-011000_seed-8_20260426_001056/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_5_config_5352894528653622990.mst,5,20279
2,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-8/5_rococoB10-011000_seed-8_20260426_001056/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_2_config_844706301316953147.mst,2,20376
1,/scratch/yorig/mpils-results-grid-ticks-10000/medium-2/16proc/seed-8/5_rococoB10-011000_seed-8_20260426_001056/iterated_local_search/run_1_worker_0/mip_starts/mip_start_eval_1_config_14921508010286178949.mst,1,20560
