instance,seed,objective,tuning_time
b1c1s1.mps,1,14.56,1116
cost266-UUE.mps,1,4.72,984
csched007.mps,1,5.11,1131
cvs16r128-89.mps,1,14.25,1111
eilA101-2.mps,1,14.08,2572
momentum1.mps,1,11.74,1196
mushroom-best.mps,1,17.67,1200
neos-1456979.mps,1,4.24,921
neos-3024952-loue.mps,1,3.82,981
neos-3555904-turama.mps,1,18.01,981
