instance,seed,objective,tuning_time
csched008.mps,3,1.15,2646
fastxgemm-n2r6s0t2.mps,3,1.3,2877
glass4.mps,3,0,1126
lotsize.mps,3,13.68,2237
mas74.mps,3,0.61,6433
neos-4413714-turia.mps,3,4.5,1802
qap10.mps,3,0,28
rocI-4-11.mps,3,0,121
supportcase18.mps,3,3.7,1630
supportcase33.mps,3,0,664
